state,year,healthcare_spending_per_capita,total_health_spending_millions
CO,2007,5493.760689826114,26708.0
CO,2008,5635.235945010949,27835.0
CO,2009,5798.897775570039,29138.0
CO,2010,5930.001776564442,29941.0
CO,2011,6066.687044001755,31042.0
CO,2012,6228.528050255399,32311.0
CO,2013,6367.058331357705,33544.0
CO,2014,6676.231257466113,35757.0
CO,2015,7072.019915793317,38589.0
CO,2016,7326.896541766198,40595.0
CO,2017,7629.003947457123,42777.0
CO,2018,8000.261255952879,45566.0
CO,2019,8285.672411445845,47715.0
CO,2020,,49849.0
ID,2001,,4793.0
ID,2002,,5367.0
ID,2003,,5798.0
ID,2004,,6226.0
ID,2005,4905.297520696687,6846.0
ID,2006,5067.287661144316,7431.0
ID,2007,5334.126538446661,7998.0
ID,2008,5485.5704363256455,8359.0
ID,2009,5699.310583962619,8810.0
ID,2010,5906.646727544625,9282.0
ID,2011,6049.268605065663,9588.0
ID,2012,6283.65235177925,10027.0
ID,2013,6376.6332368981275,10280.0
ID,2014,6605.835307476947,10797.0
ID,2015,6832.917404361514,11308.0
ID,2016,6977.435032142305,11744.0
ID,2017,7269.315288859328,12481.0
ID,2018,7435.264233203816,13043.0
ID,2019,7731.671763478105,13817.0
ID,2020,,14886.0
MT,2001,,3807.0
MT,2002,,4082.0
MT,2003,,4416.0
MT,2004,,4701.0
MT,2005,5615.7627894769785,5114.0
MT,2006,5807.5525707365405,5486.0
MT,2007,6144.94169822135,5886.0
MT,2008,6404.531547176052,6196.0
MT,2009,6697.511459103641,6530.0
MT,2010,6917.967338717002,6855.0
MT,2011,7144.867907100688,7132.0
MT,2012,7453.680627892008,7492.0
MT,2013,7695.300763915226,7812.0
MT,2014,7934.9029239560405,8122.0
MT,2015,8332.453974010334,8607.0
MT,2016,8677.051759198865,9046.0
MT,2017,9058.603912639113,9516.0
MT,2018,9349.480610559114,9932.0
MT,2019,9820.561426226963,10496.0
MT,2020,,11035.0
UT,2001,,7502.0
UT,2002,,8412.0
UT,2003,,9142.0
UT,2004,,9985.0
UT,2005,4483.902197870105,10884.0
UT,2006,4590.474823563182,11706.0
UT,2007,4775.963679389717,12634.0
UT,2008,4885.9387287934915,13370.0
UT,2009,4987.481020422528,13888.0
UT,2010,5130.6173416667,14245.0
UT,2011,5275.409605632783,14862.0
UT,2012,5471.604080430444,15623.0
UT,2013,5549.710569787291,16099.0
UT,2014,5816.367653425089,17117.0
UT,2015,6087.2807308875845,18237.0
UT,2016,6383.354576223192,19477.0
UT,2017,6631.885082143365,20571.0
UT,2018,6994.3896200853815,22110.0
UT,2019,7187.243251471167,23042.0
UT,2020,,24447.0
WY,2001,,2115.0
WY,2002,,2353.0
WY,2003,,2519.0
WY,2004,,2689.0
WY,2005,5904.374972234898,2924.0
WY,2006,6244.611692336371,3216.0
WY,2007,6711.550599621291,3509.0
WY,2008,6966.816103088603,3711.0
WY,2009,7141.6760063938855,3887.0
WY,2010,7245.863302979839,4090.0
WY,2011,7473.273279615882,4246.0
WY,2012,7753.1349104460005,4469.0
WY,2013,7845.082363925321,4571.0
WY,2014,8254.686700230932,4822.0
WY,2015,8657.122334317795,5074.0
WY,2016,8971.803634835807,5253.0
WY,2017,9507.780741047616,5508.0
WY,2018,9808.961517091688,5667.0
WY,2019,10135.479534659504,5866.0
WY,2020,,6399.0
AK,2001,,3272.0
AK,2002,,3642.0
AK,2003,,3955.0
AK,2004,,4249.0
AK,2005,7358.303569758962,4722.0
AK,2006,7481.49773226894,5013.0
AK,2007,7886.135325496944,5390.0
AK,2008,8328.804169647658,5716.0
AK,2009,8554.375043845646,5975.0
AK,2010,8925.957828245691,6373.0
AK,2011,9338.358806616136,6749.0
AK,2012,9921.402585826216,7257.0
AK,2013,10119.271096891443,7439.0
AK,2014,10539.789231362287,7765.0
AK,2015,11459.416710001733,8462.0
AK,2016,11772.5712837683,8734.0
AK,2017,12322.332538067978,9116.0
AK,2018,12681.744092384715,9352.0
AK,2019,13262.34202954022,9702.0
AK,2020,,9975.0
CA,2001,,132080.0
CA,2002,,143994.0
CA,2003,,158409.0
CA,2004,,169543.0
CA,2005,5176.598003649107,182624.0
CA,2006,5329.568370051426,194303.0
CA,2007,5726.8286797755,209334.0
CA,2008,6009.63101495658,220894.0
CA,2009,6206.836358882544,229415.0
CA,2010,6475.210835590422,241845.0
CA,2011,6730.966579779768,253703.0
CA,2012,7019.925381353961,267048.0
CA,2013,7226.448790049577,277008.0
CA,2014,7430.706784356678,288330.0
CA,2015,7948.587217853459,311146.0
CA,2016,8303.970925668644,325931.0
CA,2017,8551.254958278842,338088.0
CA,2018,9041.322474921977,357648.0
CA,2019,9610.06420722013,379715.0
CA,2020,,405451.0
HI,2001,,5019.0
HI,2002,,5470.0
HI,2003,,5952.0
HI,2004,,6389.0
HI,2005,5618.022901762134,6956.0
HI,2006,5660.063259530548,7276.0
HI,2007,6245.9677042328585,8016.0
HI,2008,6581.286417150159,8478.0
HI,2009,6768.953765428381,8767.0
HI,2010,6442.405917773341,8785.0
HI,2011,6483.077661640517,8913.0
HI,2012,6752.073707564319,9401.0
HI,2013,6903.580631514173,9693.0
HI,2014,7202.931046992697,10225.0
HI,2015,7701.157373936769,11025.0
HI,2016,8043.081235120475,11490.0
HI,2017,8485.23822132931,12113.0
HI,2018,8948.31435046051,12711.0
HI,2019,9553.123446187226,13526.0
HI,2020,,14480.0
NV,2001,,7710.0
NV,2002,,8852.0
NV,2003,,9842.0
NV,2004,,10950.0
NV,2005,5016.20766301835,11945.0
NV,2006,5208.514908061577,12998.0
NV,2007,5511.070086248364,14138.0
NV,2008,5730.01657201249,14899.0
NV,2009,5784.90665264265,15290.0
NV,2010,5783.759920906353,15643.0
NV,2011,5950.8203583711365,16206.0
NV,2012,6025.159744843202,16623.0
NV,2013,6229.087040918435,17380.0
NV,2014,6675.004992781161,18951.0
NV,2015,6933.266916766551,20043.0
NV,2016,7325.365690064617,21537.0
NV,2017,7576.285698751751,22714.0
NV,2018,7882.633489674373,23919.0
NV,2019,8142.120074437788,25079.0
NV,2020,,26200.0
OR,2001,,14352.0
OR,2002,,15447.0
OR,2003,,16585.0
OR,2004,,17929.0
OR,2005,5475.113261981585,19492.0
OR,2006,5713.424114735413,21144.0
OR,2007,5962.980209235335,22346.0
OR,2008,6197.263367862251,23488.0
OR,2009,6473.13650962436,24764.0
OR,2010,6747.405610430124,25903.0
OR,2011,6988.116044515051,27057.0
OR,2012,7160.675117128406,27922.0
OR,2013,7367.053725574513,28953.0
OR,2014,7889.449476467285,31323.0
OR,2015,8416.280360994862,33909.0
OR,2016,8698.498704642643,35607.0
OR,2017,8836.345484283967,36607.0
OR,2018,9152.141890890643,38354.0
OR,2019,9631.46824944277,40623.0
OR,2020,,42716.0
WA,2001,,24951.0
WA,2002,,27484.0
WA,2003,,29800.0
WA,2004,,31694.0
WA,2005,5560.546784117632,34177.0
WA,2006,5731.888342940161,36660.0
WA,2007,6150.029744494177,39781.0
WA,2008,6501.686306652513,42581.0
WA,2009,6808.624297458283,45374.0
WA,2010,6910.5237811691195,46608.0
WA,2011,7018.848211386233,47939.0
WA,2012,7334.190516124954,50584.0
WA,2013,7350.741012645082,51245.0
WA,2014,7597.786881879706,53652.0
WA,2015,7900.868451209711,56652.0
WA,2016,8109.769484083425,59104.0
WA,2017,8302.880615759957,61489.0
WA,2018,8577.562131490417,64637.0
WA,2019,8963.093769012907,68253.0
WA,2020,,71277.0
