state,year,mean_log_premium_exp,median_log_premium_exp,sd_log_premium_exp,mean_premium_exp,n_plans_exp,mean_persons_covered_exp,mean_log_premium_nonexp,median_log_premium_nonexp,sd_log_premium_nonexp,mean_premium_nonexp,n_plans_nonexp,mean_persons_covered_nonexp,ACA_state,Post_ACA,ACA_x_Post,unemployment_rate,median_household_income,population,pct_65plus,pct_nh_white,poverty_rate,uninsurance_rate,medicaid_expansion,marketplace_SBM,healthcare_spending_per_capita,pre_aca_guaranteed_issue,year_2001,year_2002,year_2003,year_2005,year_2006,year_2007,year_2008,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024
ID,2010,6.311119591815511,6.262412882819577,1.0335217473663143,1049.926977839683,114,793.0350877192982,5.796183975052087,5.621339303633408,1.4428935203617628,930.1244000462916,375,869.1946666666666,0,1,0,9.1,43490.0,1571450.0,12.53,84.02,15.71,17.75,0.0,0.0,5906.646727544625,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,2011,6.481258074173214,6.3720158394158,1.0258778776969812,1191.64144702575,110,791.4454545454546,5.726984477197286,5.474314754742085,1.4601361157781638,916.0151835415484,397,740.1385390428212,0,1,0,8.4,43341.0,1584985.0,12.89,83.48,16.45,16.55,0.0,0.0,6049.268605065663,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,2012,6.589073253888921,6.437983322198445,1.097076547567825,1395.858746634924,112,719.0535714285714,5.749819780671939,5.505497442195705,1.462807331153131,904.4386949637448,405,713.9925925925926,0,1,0,7.5,45489.0,1595728.0,13.22,83.41,15.87,16.17,0.0,0.0,6283.65235177925,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ID,2013,6.504050793111699,6.374307802413922,1.0689903480236504,1263.161362641619,130,771.6076923076923,5.697066625843882,5.443833257816694,1.4588936165463444,886.6354286896916,492,836.5020325203252,0,1,0,6.9,46783.0,1612136.0,13.84,83.17,15.58,16.17,0.0,0.0,6376.633236898128,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ID,2014,6.737810147281866,6.481037349697629,1.233914493907309,1786.2941563200766,155,981.5290322580644,5.723272992204045,5.477792348721318,1.4517790213060129,919.9294878018436,552,633.6123188405797,0,1,0,4.4,47861.0,1634464.0,14.38,82.78,14.85,13.56,0.0,1.0,6605.835307476947,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ID,2015,6.639849665529042,6.405425997608583,1.1509140119998036,1580.1102530500618,166,880.855421686747,5.774631818994362,5.504353332474139,1.4604636471614147,978.7803329648278,530,649.2792452830189,0,1,0,3.9,48275.0,1654930.0,14.7,82.6,15.14,11.05,0.0,1.0,6832.917404361514,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ID,2016,6.510756215883298,6.3818160174060985,1.0845130525307864,1294.904862754132,161,1271.4347826086955,5.77218567582316,5.597186628390382,1.4345770982143031,933.3285047157564,567,610.1040564373898,0,1,0,3.7,51807.0,1683140.0,15.22,82.34,14.37,10.11,0.0,1.0,6977.435032142305,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ID,2017,6.5965245761694025,6.3604344793453,1.1173062408570815,1435.6923998669115,156,1459.820512820513,5.783856468608121,5.535804979945283,1.4838594280313255,1019.6604246605336,632,622.7689873417721,0,1,0,3.2,52225.0,1716943.0,15.29,81.97,12.83,10.15,0.0,1.0,7269.315288859328,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ID,2018,6.609576592896751,6.421601585981987,1.1835972750148402,1545.0362990964354,170,1171.7823529411764,5.812003757094771,5.591297877451026,1.4392094728930505,1026.1629079911854,607,615.6869851729818,0,1,0,2.9,55583.0,1754208.0,15.93,81.77,11.8,11.11,0.0,1.0,7435.264233203816,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ID,2019,6.687998140079105,6.500229830651916,1.1389587321724493,1585.5089734767623,199,907.356783919598,5.785096814611681,5.58509484095352,1.4592512446160204,1005.8112614942684,616,678.7142857142857,0,1,0,2.9,60999.0,1787065.0,16.15,81.59,11.17,10.83,0.0,1.0,7731.671763478105,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ID,2020,6.77441686920645,6.486088263515731,1.1526993731975683,1754.7068159994851,198,903.3282828282828,5.789601751664279,5.60704634087218,1.4167804379656497,968.3222689769116,662,671.7839879154078,0,1,0,5.5,,,,,,,1.0,1.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ID,2021,6.680859509889365,6.419139079409799,1.142821806743927,1582.6582934475994,202,590.980198019802,5.706587451904042,5.49415087698763,1.3689252387842972,833.5325791330091,675,754.9703703703703,0,1,0,3.6,66474.0,1900923.0,16.52,78.67,11.01,8.83,1.0,1.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ID,2022,6.848122710212456,6.526499902452758,1.1864027077764754,1921.3956120062064,196,596.3775510204082,5.757137653376866,5.597718482394736,1.3564915073148134,860.4026898111998,718,713.5682451253482,0,1,0,2.9,72785.0,1939033.0,16.99,78.97,10.72,8.19,1.0,1.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ID,2023,6.718055494522524,6.526331921468813,1.022449641107213,1523.46435879852,152,681.0065789473684,5.828825458137893,5.667022313318968,1.383665492837214,961.577778227578,630,825.7476190476191,0,1,0,3.2,74942.0,1964726.0,17.42,78.38,10.11,8.85,1.0,1.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ID,2024,6.824462507882736,6.525570200873312,1.0840965158765703,1839.3037922379524,177,619.9209039548023,5.887455558971075,5.716084199145957,1.3978319432583353,1057.3174120002282,697,808.1506456241033,0,1,0,3.7,81166.0,2001619.0,17.763170713307577,77.83734067272543,10.5,9.2,1.0,1.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IL,2001,6.704072055841121,6.542589950323513,1.5076466119796814,2026.6304790920424,1067,2527.7722586691657,6.446114635026383,6.383967216760575,1.5369412465105836,1580.8538287825572,10215,815.3116005873715,1,0,0,5.4,,,,,,,0.0,0.0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2002,6.694543244202908,6.532867871338111,1.5559311913743712,2112.7932383507296,981,2397.9816513761466,6.428753365468069,6.275609119979591,1.5748832241335695,1650.928522585306,9353,783.681278734096,1,0,0,6.5,,,,,,,0.0,0.0,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2003,6.666655600368146,6.580749926021475,1.5233209854403298,2014.52710617484,924,2755.816017316017,6.308323692704231,6.140459201490407,1.5722236095636692,1513.5048905113892,9240,888.7831168831169,1,0,0,6.7,,,,,,,0.0,0.0,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2005,6.748868028226124,6.739600751391355,1.5082801648544657,2082.816091507176,889,2774.7941507311584,6.209802973813495,5.96043947817085,1.557239987186665,1424.494471231816,8944,954.3421288014312,1,0,0,5.7,50260.0,12440351.0,11.54,65.63,,,0.0,0.0,5756.268452554112,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2006,6.723546146681329,6.604886176248456,1.5337825759268635,2120.763439106184,924,2847.5465367965367,6.192783559490022,5.969859067520909,1.535220589873403,1371.792109049196,9282,1024.7651368239603,1,0,0,4.6,52006.0,12831970.0,11.94,65.13,,,0.0,0.0,5953.7233955503325,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2007,6.718686937871794,6.652740133937192,1.523022643270318,2058.2078959897603,871,2399.633754305396,6.139037706175265,5.916037023410252,1.5068194823567609,1288.8951037690945,8491,1036.7915439877518,1,0,0,5.1,54124.0,12852548.0,12.04,64.9,,,0.0,0.0,6388.616482895065,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2008,6.701297865222011,6.520123710291887,1.5294671573212677,2030.1746145816487,773,2544.869340232859,6.107471130584296,5.890207536581382,1.4946902089882024,1263.6304378672614,7083,1062.4835521671607,1,0,0,6.5,56235.0,12901564.0,12.19,64.46,12.19,,0.0,0.0,6549.283482219675,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2009,6.71074459994728,6.55494491180982,1.5288725244297507,2035.092430423072,901,2136.639289678136,6.05225719830997,5.861591943163647,1.4748822601774554,1200.0871273805258,8874,930.350800090151,1,0,0,10.0,53966.0,12910409.0,12.36,64.44,13.34,13.32,0.0,0.0,6798.932551246053,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2010,6.773103505192701,6.735664678092537,1.5289648929115252,2116.8287897716755,855,1965.554385964912,5.974160047773376,5.7918809449345,1.470239809496698,1140.355621535121,8526,962.1496598639455,1,1,1,10.4,52972.0,12843166.0,12.57,63.61,13.81,13.77,0.0,0.0,7157.503064275585,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2011,6.706699727094861,6.526467745706114,1.546020533669471,2060.705907013896,809,2156.912237330037,5.968907914684529,5.793263722431333,1.4478420954777864,1120.0985805118703,8616,950.4073816155988,1,1,1,9.8,53234.0,12869259.0,12.76,63.13,14.96,13.08,0.0,0.0,7299.643281714977,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,2012,6.714442125939854,6.552022782111036,1.5600524103289424,2092.0193641272763,760,1905.8052631578948,5.949402858344482,5.780937030854576,1.458691420101036,1109.280862952936,8638,957.9228988191712,1,1,1,9.0,55137.0,12875255.0,13.17,62.86,14.72,12.78,0.0,0.0,7509.0551604609,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IL,2013,6.720212979434122,6.462256133049856,1.591809013981563,2182.1040182808806,733,1741.7721691678034,5.935256154086758,5.770565190529435,1.4773963337594866,1117.036247225435,9090,946.9916391639164,1,1,1,9.1,56210.0,12882135.0,13.51,62.67,14.67,12.74,0.0,0.0,7702.915704578472,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IL,2014,6.663652975223411,6.387020912283235,1.5984300157361246,2124.1374022125924,737,2136.518317503392,5.9394267246455925,5.792158096791858,1.4619200682533986,1111.361090413051,9407,975.4548740299776,1,1,1,7.2,57444.0,12880580.0,13.88,62.16,14.35,9.75,1.0,0.0,8020.135739229134,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IL,2015,6.672320086111529,6.314326126680936,1.6063516808479263,2176.8067312301228,725,2139.4524137931035,5.953306267130425,5.823628908923813,1.471025661900146,1135.6581306903358,9834,1020.986577181208,1,1,1,6.0,59588.0,12859995.0,14.22,61.81,13.56,7.1,1.0,0.0,8299.847706006107,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IL,2016,6.973615363335435,7.081566955182221,1.5569660086029178,2564.3960109816367,617,1802.4651539708263,5.964756643411458,5.809808432102843,1.470790505953328,1152.1626350793526,10352,995.1626738794436,1,1,1,5.9,60960.0,12801539.0,14.63,61.61,12.97,6.47,1.0,0.0,8643.570120748764,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IL,2017,6.778883551396215,6.519060761506907,1.5939103132868335,2349.7782813279587,672,2042.1309523809523,5.971726533383344,5.825169804272132,1.4707322924446808,1164.384798934443,10399,983.4737955572652,1,1,1,5.0,62992.0,12802023.0,15.21,61.2,12.55,6.81,1.0,0.0,8833.369538548712,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IL,2018,6.768973714491108,6.420399978545129,1.5888660095422158,2355.1092036876603,604,2205.693708609272,5.974689729178037,5.8250527216633445,1.4640506040141072,1171.7506366650734,10269,943.419515045282,1,1,1,4.4,65030.0,12741080.0,15.62,60.91,12.13,6.96,1.0,0.0,9105.899970803102,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IL,2019,6.67817416648412,6.296427144256574,1.5713312949816394,2198.334582071054,666,2091.7267267267266,5.979495373363911,5.81781351847241,1.4686790571472037,1188.8001130856137,10818,956.4418561656498,1,1,1,4.0,69187.0,12671821.0,16.14,60.69,11.48,7.39,1.0,0.0,9492.795076571869,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IL,2020,6.570150159418703,6.112146532819652,1.559291694047828,2057.250139342911,695,2125.6474820143885,6.016597205406375,5.856324718786864,1.4735769457026,1225.9095798603266,10965,929.4816233470132,1,1,1,9.3,,,,,,,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IL,2021,6.611042048329126,6.253852716942096,1.5430598885277644,2113.9971290100752,669,2324.7713004484303,6.027945487380182,5.886008241421824,1.471933632094237,1237.707676174704,11041,975.7712163753284,1,1,1,6.1,72205.0,12671469.0,16.6,58.93,12.1,7.0,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IL,2022,6.549170203115694,6.150661012457011,1.5308477136299192,2036.697537290876,632,2163.4050632911394,6.034870654510606,5.903750443925285,1.4735483890696792,1253.697819648014,10825,953.3600923787528,1,1,1,4.6,76708.0,12582032.0,17.21,58.47,11.94,6.55,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IL,2023,6.517513349224604,6.01302016396714,1.5389841099685704,2023.2530351966504,499,2379.827655310621,6.021880451498016,5.901175075760521,1.447073129336831,1213.5351083457956,8579,1071.1777596456463,1,1,1,4.5,80306.0,12549689.0,17.58,57.85,11.63,6.16,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IL,2024,6.75536873846676,6.379091035224707,1.5601697190382782,2485.6574802885098,558,2873.2921146953404,6.173788459096336,6.001036643623279,1.4990960535430171,1496.5462067772178,10059,1181.5333532160255,1,1,1,4.3,83211.0,12710158.0,17.89578068187665,57.092154165196064,11.6,6.9,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IN,2001,6.219820219399242,5.939289443622528,1.4228284894089795,1362.7814691946112,466,1151.5751072961373,5.813534853538376,5.623856247653725,1.4341552640695294,887.5756913647065,3073,465.0549951187765,1,0,0,4.2,,,,,,,0.0,0.0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2002,6.305655336211313,5.952579222817528,1.4460422961124622,1539.2123617067946,433,997.3556581986144,5.831589807170431,5.635964781497278,1.435983354184335,929.297695551607,3042,488.7715318869165,1,0,0,5.1,,,,,,,0.0,0.0,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2003,6.435147480093233,5.960238815771241,1.4959000842093897,1785.0475442302516,379,1040.3746701846965,5.73676930773453,5.536575473103066,1.3928136534288564,830.9221295976264,3089,527.6804791194561,1,0,0,5.2,,,,,,,0.0,0.0,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2005,6.499240921179981,5.952405702260915,1.5078123384350528,1994.0325328217125,404,1110.2648514851485,5.7343636294974365,5.547002214384626,1.3766396863589976,832.6990769283206,3173,590.7321147179325,1,0,0,5.4,43993.0,6093372.0,11.93,84.22,,,0.0,0.0,5809.098804405837,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2006,6.400006680272678,5.79778287451422,1.5747099378548497,1994.50127024288,397,1077.0025188916875,5.70922676996203,5.52165568938002,1.3513021402534156,800.3674579520208,3043,590.9231022017746,1,0,0,5.0,45394.0,6313520.0,12.37,83.81,,,0.0,0.0,6014.394505759069,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2007,6.450702680808385,5.845486198933571,1.555291691607958,2032.573477768716,450,1145.6333333333334,5.695533574322691,5.541664689820966,1.3213903512579122,761.0329767908006,2978,575.7783747481532,1,0,0,4.6,47448.0,6345289.0,12.5,83.39,,,0.0,0.0,6329.735335931901,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2008,6.603872677030553,6.072411026395503,1.4684321074298587,1898.6751675041016,416,1209.4639423076924,5.6883310516103816,5.548872166258049,1.3099259502413223,750.7614830818326,2493,573.9398315282792,1,0,0,5.9,47966.0,6376792.0,12.75,83.06,13.08,,0.0,0.0,6428.310661536397,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2009,6.354506008904719,6.071827400374767,1.3249200189007435,1425.0070235466128,430,1043.832558139535,5.656880105671664,5.50259967071772,1.3068731674197835,731.8481111630097,3131,538.2590226764612,1,0,0,10.2,45424.0,6423113.0,12.88,82.63,14.4,14.27,0.0,0.0,6748.285449749988,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2010,6.091723376384302,5.700443573390687,1.319770600471799,1207.261603663308,393,1039.145038167939,5.666158662743534,5.50604863886736,1.3056912499319202,743.4065341720207,3119,625.0301378647002,1,1,1,10.0,44613.0,6490621.0,12.99,81.5,15.3,14.83,0.0,0.0,6859.4361001820935,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2011,6.192125962438045,5.786766357949911,1.373717788039149,1341.1733792725402,338,1205.0384615384614,5.696107257321263,5.5508753128943775,1.293757980188576,745.6348371406729,3100,667.7858064516129,1,1,1,8.9,46438.0,6516922.0,13.14,81.26,16.0,14.5,0.0,0.0,7104.580966290528,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,2012,6.079952959191922,5.695726301134798,1.282535631232013,1148.1507020795611,281,1241.2170818505338,5.694119935926736,5.554092980371937,1.31753888604128,766.5429095533484,3132,669.080779054917,1,1,1,8.2,46974.0,6537334.0,13.61,80.91,15.61,14.29,0.0,0.0,7620.078766053562,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IN,2013,6.162665209534765,5.808848491110219,1.2889546016847735,1289.4708502745232,298,1644.996644295302,5.70098225740005,5.563562093880882,1.315272847494982,775.7885239963969,3375,636.8325925925926,1,1,1,7.5,47529.0,6570902.0,13.94,80.59,15.94,13.95,0.0,0.0,7646.134427206493,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IN,2014,6.069057782249308,5.717581567424599,1.2243016567583391,1083.0905219374906,290,1741.1862068965518,5.745151501585493,5.618396975333697,1.3105758854499656,801.8204092042803,3656,595.0473194748358,1,1,1,5.9,49446.0,6596855.0,14.27,80.25,15.24,11.94,0.0,0.0,7996.53774412201,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IN,2015,5.974410534034077,5.662834209537887,1.195475583632595,1046.37217844208,337,1679.2255192878338,5.7501035735959976,5.640566007499468,1.307071651858274,796.9976503692106,3707,638.2263285675749,1,1,1,4.8,50532.0,6619680.0,14.58,79.9,14.54,9.63,1.0,0.0,8357.352621274744,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,2016,6.086760613490706,5.723691756198988,1.205650098356613,1154.0121016791977,340,1531.7470588235294,5.735726505668096,5.625165517793537,1.2986355838152126,784.3411283366759,3819,637.8572924849437,1,1,1,4.4,52314.0,6633053.0,14.98,79.5,14.09,8.12,1.0,0.0,8781.92892473496,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IN,2017,5.929834269116508,5.698057208583332,1.0386827509407792,838.6472431473508,332,1522.2439759036145,5.746029915868001,5.633795273953749,1.279765962459411,780.2514470359114,3857,663.9901477832512,1,1,1,3.5,54181.0,6666818.0,15.36,79.18,13.48,8.17,1.0,0.0,9008.34551055691,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IN,2018,5.888548497666043,5.732541565782996,0.9488281261854876,726.6017982712648,313,1385.3418530351437,5.7351007275579935,5.659113886412358,1.2752466431398704,769.3209885894058,3997,617.7025268951713,1,1,1,3.4,55746.0,6691878.0,15.71,78.7,13.14,8.27,1.0,0.0,9306.057283172227,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IN,2019,5.883347596553207,5.71429003929802,1.009699796562192,774.5840569797501,313,1383.4920127795526,5.750829487329138,5.668324607749448,1.2806050420093424,782.861035078058,4035,629.8557620817844,1,1,1,3.3,57603.0,6732219.0,16.11,78.31,11.9,8.72,1.0,0.0,9925.107902758362,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IN,2020,5.821343939478187,5.703210809532498,0.9206312737137302,641.5127385172511,320,1502.425,5.826940686253163,5.757529278465562,1.2812501474493867,829.8438861063954,3671,686.0032688640697,1,1,1,7.3,,,,,,,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
IN,2021,5.972590145233657,5.826862520628138,0.8845233096095517,707.6090854284015,306,1534.8006535947711,5.908348159395199,5.830518335778876,1.3227001901902165,929.325788516662,3708,726.5571736785329,1,1,1,3.9,62743.0,6805985.0,16.39,76.63,12.15,7.52,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IN,2022,5.928637728774027,5.7944535933439925,0.8702438302948388,682.9873616102605,310,1947.6032258064515,5.897718477714459,5.824905208073202,1.297719344423632,889.4606216430528,3675,739.9243537414966,1,1,1,3.1,66785.0,6833037.0,16.94,75.99,12.56,6.97,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IN,2023,5.8488323479612685,5.813742154455065,0.8442096706023361,610.684062612544,300,2029.1433333333327,5.930208024283479,5.904106033777574,1.3354219116643713,948.1024007932252,2960,888.2047297297297,1,1,1,3.4,69477.0,6862199.0,17.22,75.1,12.31,6.85,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IN,2024,5.961800744074452,5.878533492719837,0.8830580622978301,735.4739184263644,334,1642.0179640718563,5.940883911233983,5.883322388488279,1.2958041489171916,953.0755541425413,3433,750.9356248179434,1,1,1,4.0,71959.0,6924275.0,17.596080456076628,74.26134866105116,12.2,7.5,1.0,0.0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KS,2001,6.732896558846179,6.602639647670577,1.3113626763491115,1697.5615859422112,379,2775.2058047493406,6.165938689638153,5.939052205768252,1.521187534858599,1282.262359387829,1559,615.6401539448365,0,0,0,4.3,,,,,,,0.0,0.0,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2002,6.642758112280552,6.434037683895095,1.2761544836157763,1548.6133545697217,328,1670.091463414634,5.811329190663276,5.688007914270933,1.4639187388053057,937.988291609198,1237,504.1665319320938,0,0,0,5.1,,,,,,,0.0,0.0,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2003,6.649631720215458,6.394913008058722,1.3372454048918136,1653.0421554169968,322,1737.4347826086955,5.863977375271741,5.699629719748984,1.4381216841836038,973.7472708006076,1291,593.7993803253293,0,0,0,5.6,,,,,,,0.0,0.0,,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2005,6.537100130191558,6.224228341799182,1.3208128128250287,1563.9707001799509,367,698.591280653951,5.885915780318659,5.777595474603953,1.4071501067065455,957.4488255966036,1459,589.0075394105552,0,0,0,5.1,42920.0,2662616.0,12.4,81.6,,,0.0,0.0,5936.642760352976,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2006,6.639035394282463,6.266512704178707,1.4234786714632497,1838.7534711808405,393,815.9516539440203,5.93769048175606,5.821198133379724,1.4227307642631448,1007.9883028554908,1446,621.3457814661134,0,0,0,4.4,45478.0,2764075.0,12.87,80.95,,,0.0,0.0,6022.991416658376,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2007,6.511176103639198,6.209296826708352,1.3687257605175878,1602.7711623912844,394,763.7157360406092,5.848733440940152,5.7725323939720194,1.3974453456300728,931.0689444501074,1386,638.1774891774892,0,0,0,4.3,47451.0,2775997.0,12.93,80.63,,,0.0,0.0,6366.721577869141,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2008,6.549722206355996,6.149390945783152,1.4514074997406052,1777.8435282705293,324,899.6234567901234,5.892105550461529,5.813660922656565,1.3842718043347129,935.2365214399532,1394,724.3522238163558,0,0,0,4.6,50177.0,2802134.0,13.09,80.22,11.32,,0.0,0.0,6583.55382005286,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2009,6.627943090553426,6.295853006935683,1.439905690189569,1842.6330003191413,379,637.7282321899736,5.83240509284469,5.714149979489042,1.3508749788759968,899.4240199958581,1656,490.8592995169082,0,0,0,7.1,47817.0,2818747.0,13.03,79.82,13.36,13.15,0.0,0.0,6760.450654138169,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2010,6.726013209396146,6.454892786336538,1.4452584326538152,1964.3917335661413,319,656.4169278996865,5.797778229790012,5.67542193528801,1.3488513112517722,862.8608571435998,1775,477.952676056338,0,1,0,7.0,48257.0,2859169.0,13.26,78.12,13.6,13.89,0.0,0.0,6801.276874504445,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2011,6.932300213309144,6.939564080539872,1.4173211633358775,2230.098389733612,332,617.6536144578313,5.799369130456799,5.704586733556441,1.3621127217878486,864.8152146403868,1780,504.23932584269664,0,1,0,6.4,48964.0,2871238.0,13.3,77.71,13.76,12.6,0.0,0.0,7066.986435816188,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,2012,6.799114637328413,6.890802742276116,1.4663724595530352,2051.5775203209378,324,669.5987654320987,5.732369565682406,5.670777120226659,1.3253690597088,770.6198770021064,1800,532.9755555555555,0,1,0,5.7,50241.0,2885905.0,13.66,77.44,13.98,12.58,0.0,0.0,7385.20498769017,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
